GeneName,module_name,kTotal,kWithin,kOut,kDiff,is.hub,ME,MM,Mitocarta,Interactome,in_enriched_module_mitocarta,cor_with_gtex,gtex,in_md_list,pathogenic
SLC25A32,brown,88.71543536,17.30568473,71.40975063,-54.1040659,FALSE,-0.453670278,0.674652685,TRUE,FALSE,1,0.18221708,FALSE,TRUE,1
DCAF13,brown,125.2303485,56.46382264,68.76652586,-12.30270322,FALSE,-0.763718224,0.833272977,FALSE,FALSE,1,0.194437852,FALSE,FALSE,unlabelled
TP53INP1,brown,69.30256977,23.34160502,45.96096475,-22.61935972,FALSE,0.672381094,0.243387062,FALSE,FALSE,1,0.188292082,FALSE,FALSE,unlabelled
GKAP1,brown,58.05277743,19.72695078,38.32582665,-18.59887586,FALSE,0.550588597,0.437027017,FALSE,FALSE,1,0.188890592,FALSE,FALSE,unlabelled
HNRNPK,brown,879.4653124,112.5098495,766.9554629,-654.4456134,FALSE,-0.81679162,0.001800954,FALSE,FALSE,1,0.186299341,FALSE,FALSE,unlabelled
CLDN3,brown,33.85330521,7.29570981,26.5575954,-19.26188559,FALSE,-0.475609161,0.366519944,FALSE,FALSE,1,0.160794236,FALSE,FALSE,unlabelled
CARD19,brown,85.78932262,31.47252825,54.31679437,-22.84426611,FALSE,-0.644913782,0.65128853,FALSE,FALSE,1,0.176853042,FALSE,FALSE,unlabelled
NDUFB6,brown,399.9046342,128.3826111,271.5220231,-143.139412,FALSE,-0.922960586,0.020869632,TRUE,TRUE,1,0.195519648,FALSE,FALSE,unlabelled
NOL6,brown,198.8940271,32.02010367,166.8739235,-134.8538198,FALSE,-0.658170842,0.007409132,FALSE,FALSE,1,0.159023473,FALSE,FALSE,unlabelled
FAT3,brown,26.11666339,5.855160022,20.26150337,-14.40634334,FALSE,0.33529155,0.257249429,FALSE,FALSE,1,0.191619811,FALSE,FALSE,unlabelled
INTS6L,brown,144.0591241,41.71987974,102.3392443,-60.61936457,FALSE,-0.691918963,0.285390448,FALSE,FALSE,1,0.151399425,FALSE,FALSE,unlabelled
CLDN2,brown,37.92958875,8.183798054,29.7457907,-21.56199264,FALSE,0.472675502,0.05854631,FALSE,FALSE,1,0.197982874,FALSE,FALSE,unlabelled
TSHR,brown,43.59603563,8.626932728,34.9691029,-26.34217017,FALSE,0.257068653,0.33195436,FALSE,FALSE,1,0.116668844,FALSE,FALSE,unlabelled
SUGT1,brown,187.3985615,27.48072151,159.91784,-132.4371184,FALSE,-0.816165239,0.004547792,FALSE,FALSE,1,0.158529353,FALSE,FALSE,unlabelled
ZCCHC24,brown,322.6868746,35.35503799,287.3318366,-251.9767986,FALSE,0.893190794,0.001072741,FALSE,FALSE,1,0.19189883,FALSE,FALSE,unlabelled
C10orf10,brown,57.02545087,12.83213411,44.19331676,-31.36118264,FALSE,0.370337833,0.990225975,FALSE,FALSE,1,0.187103929,FALSE,FALSE,unlabelled
NUDT5,brown,618.2609493,137.9811048,480.2798445,-342.2987398,FALSE,-0.932465759,0.000873973,TRUE,FALSE,1,0.170079028,FALSE,FALSE,unlabelled
DACT1,brown,51.37214058,14.20353442,37.16860616,-22.96507174,FALSE,-0.469789345,0.922769114,FALSE,FALSE,1,0.16479747,FALSE,FALSE,unlabelled
ATP5C1,brown,172.1381588,61.26503534,110.8731235,-49.60808812,FALSE,-0.84655606,0.098677365,TRUE,TRUE,1,0.198672669,FALSE,FALSE,unlabelled
PRPF18,brown,644.5375368,106.2944879,538.2430489,-431.948561,FALSE,-0.820410508,0.014943908,FALSE,FALSE,1,0.189288884,FALSE,FALSE,unlabelled
VSTM4,brown,145.2772289,11.77331832,133.5039106,-121.7305923,FALSE,0.67356104,0.002707437,FALSE,FALSE,1,0.189191115,FALSE,FALSE,unlabelled
VDAC2,brown,946.162761,100.7677734,845.3949876,-744.6272142,FALSE,-0.814633341,0.000543152,TRUE,TRUE,1,0.203170301,FALSE,FALSE,unlabelled
TMEM52B,brown,11.06208312,2.341780486,8.720302637,-6.378522151,FALSE,0.226082403,0.799647651,FALSE,FALSE,1,0.198898866,FALSE,FALSE,unlabelled
FAM69B,brown,113.9723846,32.97845627,80.99392836,-48.01547208,FALSE,0.715263253,0.012611578,FALSE,FALSE,1,0.184881861,FALSE,FALSE,unlabelled
METTL17,brown,448.9011866,116.3630166,332.53817,-216.1751534,FALSE,-0.928265101,0.000301339,TRUE,TRUE,1,0.161773477,FALSE,FALSE,unlabelled
NDRG2,brown,20.54051933,5.53346279,15.00705654,-9.473593754,FALSE,0.315637022,0.79296161,FALSE,FALSE,1,0.187544626,FALSE,FALSE,unlabelled
HSPA12A,brown,88.22685725,22.34020293,65.88665432,-43.5464514,FALSE,0.503468887,0.223659373,FALSE,FALSE,1,0.184906156,FALSE,FALSE,unlabelled
SLC39A13,brown,26.84533004,6.865885886,19.97944416,-13.11355827,FALSE,0.349761963,0.370731138,FALSE,FALSE,1,0.200020134,FALSE,FALSE,unlabelled
C1QL3,brown,16.61005007,3.452930505,13.15711957,-9.704189064,FALSE,0.20303419,0.917208184,FALSE,FALSE,1,0.19170842,FALSE,FALSE,unlabelled
CACNB2,brown,34.80287048,6.779395772,28.02347471,-21.24407894,FALSE,0.193780873,0.259052158,FALSE,FALSE,1,0.203010671,FALSE,FALSE,unlabelled
HIF1AN,brown,19.82043425,5.936789896,13.88364435,-7.946854454,FALSE,0.4429993,0.459833926,FALSE,FALSE,1,0.178128448,FALSE,FALSE,unlabelled
DEPDC4,brown,173.5885693,18.67434146,154.9142279,-136.2398864,FALSE,-0.569185114,0.00648882,FALSE,FALSE,1,0.199129312,FALSE,FALSE,unlabelled
HPS6,brown,230.001026,72.50094433,157.5000817,-84.99913733,FALSE,-0.774453705,0.225148034,FALSE,FALSE,1,0.191743234,FALSE,FALSE,unlabelled
NOLC1,brown,153.4114707,33.09936282,120.3121079,-87.21274505,FALSE,-0.580237605,0.055646034,FALSE,FALSE,1,0.176595141,FALSE,FALSE,unlabelled
CCT2,brown,612.1762698,128.8784761,483.2977937,-354.4193176,FALSE,-0.884817829,0.022353079,FALSE,FALSE,1,0.182989923,FALSE,FALSE,unlabelled
SCN3B,brown,384.1896738,53.13880831,331.0508654,-277.9120571,FALSE,0.691566811,0.003949978,FALSE,FALSE,1,0.177774794,FALSE,FALSE,unlabelled
COX11,brown,179.6506516,45.75304671,133.8976049,-88.14455818,FALSE,-0.691009636,0.020924308,TRUE,TRUE,1,0.170074233,FALSE,FALSE,unlabelled
WBP1L,brown,42.88671182,18.5066168,24.38009502,-5.873478227,FALSE,0.62282818,0.562061193,FALSE,FALSE,1,0.184084265,FALSE,FALSE,unlabelled
BORCS7,brown,371.2350597,61.60782562,309.6272341,-248.0194085,FALSE,0.743044164,0.017029621,FALSE,FALSE,1,0.164897525,FALSE,FALSE,unlabelled
ILK,brown,65.42790926,21.47345289,43.95445637,-22.48100347,FALSE,-0.546954746,0.308377313,FALSE,FALSE,1,0.177379904,FALSE,FALSE,unlabelled
TPP1,brown,125.9437484,28.81526633,97.12848209,-68.31321576,FALSE,0.672504649,0.008697873,FALSE,FALSE,1,0.219709036,TRUE,FALSE,0
SERPINB8,brown,145.5114228,61.83746214,83.67396069,-21.83649855,FALSE,-0.773656292,0.052578975,FALSE,FALSE,1,0.220883711,TRUE,FALSE,0
TUB,brown,32.87064148,12.46713385,20.40350764,-7.936373793,FALSE,0.462898188,0.497191151,FALSE,FALSE,1,0.181394516,FALSE,FALSE,unlabelled
PLD4,brown,19.84857634,3.746166282,16.10241006,-12.35624378,FALSE,0.283231034,0.913658027,FALSE,FALSE,1,0.198126913,FALSE,FALSE,unlabelled
ZMAT1,brown,94.84898639,24.52521383,70.32377257,-45.79855874,FALSE,0.568881778,0.080282093,FALSE,FALSE,1,0.167622373,FALSE,FALSE,unlabelled
CDYL2,brown,30.55626578,8.031404262,22.52486151,-14.49345725,FALSE,-0.389159883,0.27033342,FALSE,FALSE,1,0.173937548,FALSE,FALSE,unlabelled
PKD1L2,brown,34.96449539,8.33943202,26.62506337,-18.28563135,FALSE,0.333821113,0.857021934,FALSE,FALSE,1,0.205229686,FALSE,FALSE,unlabelled
A2ML1,brown,34.02074931,8.238351972,25.78239734,-17.54404536,FALSE,-0.021999499,0.691001645,FALSE,FALSE,1,0,FALSE,FALSE,unlabelled
IQCD,brown,44.19264417,9.656224374,34.5364198,-24.88019542,FALSE,0.434353028,0.213488432,FALSE,FALSE,1,0.173356565,FALSE,FALSE,unlabelled
CENPV,brown,39.8581721,11.39700638,28.46116572,-17.06415934,FALSE,-0.413411559,0.579150236,FALSE,FALSE,1,0.173891558,FALSE,FALSE,unlabelled
RRAD,brown,135.1249362,25.74822339,109.3767128,-83.62848939,FALSE,0.59474831,0.015876098,FALSE,FALSE,1,0.212320507,FALSE,FALSE,unlabelled
MC4R,brown,31.04808507,8.57861271,22.46947236,-13.89085965,FALSE,0.43864398,0.344917681,FALSE,FALSE,1,0.168486205,FALSE,FALSE,unlabelled
CATSPER2,brown,54.03331135,12.21219501,41.82111634,-29.60892132,FALSE,0.477444898,0.550158444,FALSE,FALSE,1,0.169789134,FALSE,FALSE,unlabelled
SAAL1,brown,148.7030199,27.83410757,120.8689123,-93.03480475,FALSE,-0.792571897,0.017643817,FALSE,FALSE,1,0.201406238,FALSE,FALSE,unlabelled
YPEL4,brown,17.92702151,4.223626764,13.70339474,-9.47976798,FALSE,0.308856551,0.623411368,FALSE,FALSE,1,0.172966477,FALSE,FALSE,unlabelled
STX3,brown,169.0878036,31.54260649,137.5451971,-106.0025906,FALSE,-0.674132029,0.068929155,FALSE,FALSE,1,0.190693485,FALSE,FALSE,unlabelled
MRPL16,brown,328.5214728,94.3434141,234.1780587,-139.8346446,FALSE,-0.867704646,0.064506154,TRUE,TRUE,1,0.164940376,FALSE,FALSE,unlabelled
MTMR10,brown,21.94032391,5.615102751,16.32522116,-10.71011841,FALSE,-0.414686933,0.616290978,FALSE,FALSE,1,0.17574342,FALSE,FALSE,unlabelled
TSC22D4,brown,76.3186257,16.10692094,60.21170475,-44.10478381,FALSE,0.474255152,0.053269873,FALSE,FALSE,1,0.189198402,FALSE,FALSE,unlabelled
DIS3L,brown,23.65693475,6.708355013,16.94857974,-10.24022473,FALSE,0.351588586,0.914491187,FALSE,FALSE,1,0.177722156,FALSE,FALSE,unlabelled
TTC16,brown,33.30933921,12.72453944,20.58479977,-7.860260328,FALSE,0.538560247,0.390849178,FALSE,FALSE,1,0.195096549,FALSE,FALSE,unlabelled
SAMD14,brown,48.07253751,9.683299591,38.38923792,-28.70593832,FALSE,0.433103275,0.119429616,FALSE,FALSE,1,0.207427141,FALSE,FALSE,unlabelled
CERCAM,brown,182.5414376,17.24891703,165.2925206,-148.0436036,FALSE,0.576067203,0.000893996,FALSE,FALSE,1,0.183060687,FALSE,FALSE,unlabelled
ISLR2,brown,30.68059416,5.58943221,25.09116195,-19.50172974,FALSE,-0.237341535,0.568150125,FALSE,FALSE,1,0.183352699,FALSE,FALSE,unlabelled
PRR15L,brown,19.75083958,4.832810845,14.91802873,-10.08521789,FALSE,0.096833979,0.987976858,FALSE,FALSE,1,0.1568944,FALSE,FALSE,unlabelled
GPRC5B,brown,14.28847242,2.200386013,12.08808641,-9.887700399,FALSE,-0.305837497,0.731925303,FALSE,FALSE,1,0.177386627,FALSE,FALSE,unlabelled
ENGASE,brown,234.9237411,65.71093817,169.2128029,-103.5018648,FALSE,0.8117475,0.020636417,FALSE,FALSE,1,0.182708628,FALSE,FALSE,unlabelled
RBFOX3,brown,140.4349223,21.45700138,118.977921,-97.52091958,FALSE,0.572108448,0.043299815,FALSE,FALSE,1,0.180965167,FALSE,FALSE,unlabelled
CORO6,brown,74.2220769,25.18314898,49.03892792,-23.85577893,FALSE,0.595690941,0.077131437,FALSE,FALSE,1,0.18310741,FALSE,FALSE,unlabelled
TUBA1C,brown,943.8648262,134.0187223,809.8461039,-675.8273815,FALSE,-0.860285745,0.000311893,FALSE,FALSE,1,0,FALSE,FALSE,unlabelled
ZNF610,brown,53.56569687,11.93136748,41.63432938,-29.7029619,FALSE,0.514122195,0.104975125,FALSE,FALSE,1,0.19747989,FALSE,FALSE,unlabelled
CYP2S1,brown,37.12655666,10.01746726,27.1090894,-17.09162214,FALSE,-0.576692223,0.279165118,FALSE,FALSE,1,0.193633459,FALSE,FALSE,unlabelled
PLIN4,brown,79.90364723,13.76364831,66.13999893,-52.37635062,FALSE,0.548001012,0.015311667,FALSE,FALSE,1,0.193663623,FALSE,FALSE,unlabelled
SEMA6B,brown,47.4785592,5.978245653,41.50031354,-35.52206789,FALSE,0.36090439,0.063006854,FALSE,FALSE,1,0.168532654,FALSE,FALSE,unlabelled
HID1,brown,21.69829992,3.901970244,17.79632967,-13.89435943,FALSE,0.303956667,0.245491943,FALSE,FALSE,1,0.175203441,FALSE,FALSE,unlabelled
ATP5H,brown,220.085569,56.31833886,163.7672301,-107.4488913,FALSE,-0.742507662,0.353187627,TRUE,TRUE,1,0.162926243,FALSE,FALSE,unlabelled
GSDMA,brown,46.53882217,9.94591419,36.59290798,-26.64699379,FALSE,-0.476491012,0.096141804,FALSE,FALSE,1,0.197207509,FALSE,FALSE,unlabelled
ABCA3,brown,58.71016686,13.6572236,45.05294327,-31.39571967,FALSE,0.448219673,0.428515049,FALSE,FALSE,1,0.166634011,FALSE,FALSE,unlabelled
VWCE,brown,57.1767554,18.54091168,38.63584373,-20.09493205,FALSE,0.532470577,0.245505181,FALSE,FALSE,1,0.181719635,FALSE,FALSE,unlabelled
TRANK1,brown,39.43067298,9.007610129,30.42306285,-21.41545272,FALSE,0.501012051,0.430055589,FALSE,FALSE,1,0.182757402,FALSE,FALSE,unlabelled
LTBP3,brown,251.4216452,31.83023815,219.5914071,-187.7611689,FALSE,0.746498517,7.58858E-05,FALSE,FALSE,1,0.198183559,FALSE,FALSE,unlabelled
RAB4A,brown,22.28328933,4.986282869,17.29700646,-12.31072359,FALSE,-0.285320736,0.427973487,FALSE,FALSE,1,0.192436089,FALSE,FALSE,unlabelled
RBPJ,brown,108.1752193,22.68566049,85.48955883,-62.80389834,FALSE,0.571722079,0.248881212,FALSE,FALSE,1,0.197250673,FALSE,FALSE,unlabelled
DNAJC7,brown,205.0805091,64.37132848,140.7091806,-76.33785213,FALSE,-0.774606337,0.194440584,FALSE,FALSE,1,0.181667345,FALSE,FALSE,unlabelled
COA6,brown,435.6034798,99.98580458,335.6176752,-235.6318706,FALSE,-0.891359984,0.004897456,TRUE,TRUE,1,0.190792703,FALSE,TRUE,1
MPLKIP,brown,86.17647419,23.41177158,62.76470261,-39.35293103,FALSE,-0.613538253,0.561971434,FALSE,FALSE,1,0.180204353,FALSE,FALSE,unlabelled
MLKL,brown,80.26245029,23.6962556,56.56619469,-32.86993908,FALSE,-0.56488097,0.187954833,FALSE,FALSE,1,0.172364305,FALSE,FALSE,unlabelled
STIP1,brown,202.3812879,27.10966643,175.2716214,-148.161955,FALSE,-0.847174398,0.022084069,FALSE,FALSE,1,0.193231334,FALSE,FALSE,unlabelled
SDPR,brown,29.23432708,6.320454903,22.91387217,-16.59341727,FALSE,0.471148697,0.093541696,FALSE,FALSE,1,0.1852643,FALSE,FALSE,unlabelled
GBX2,brown,37.29985418,9.126653381,28.1732008,-19.04654742,FALSE,-0.493271848,0.479239743,FALSE,FALSE,1,0.174797753,FALSE,FALSE,unlabelled
TMUB2,brown,54.16856695,21.86150479,32.30706216,-10.44555737,FALSE,0.555536498,0.506897519,FALSE,FALSE,1,0.194610498,FALSE,FALSE,unlabelled
FAM84B,brown,22.72292709,5.985514831,16.73741226,-10.75189742,FALSE,0.326677916,0.533015406,FALSE,FALSE,1,0.132914856,FALSE,FALSE,unlabelled
AHCYL1,brown,392.177294,57.78761658,334.3896774,-276.6020608,FALSE,0.711201635,0.024710458,TRUE,FALSE,1,0.186383655,FALSE,FALSE,unlabelled
FAM178B,brown,348.7984598,40.70110544,308.0973543,-267.3962489,FALSE,0.689504304,0.003809498,FALSE,FALSE,1,0.195443599,FALSE,FALSE,unlabelled
ADAL,brown,39.50130312,8.862897653,30.63840546,-21.77550781,FALSE,0.455248562,0.251128931,FALSE,FALSE,1,0.179205673,FALSE,FALSE,unlabelled
NSG1,brown,27.31494738,5.56591564,21.74903174,-16.1831161,FALSE,-0.285055578,0.863786525,FALSE,FALSE,1,0.186298484,FALSE,FALSE,unlabelled
CPLX1,brown,37.71376824,12.68470559,25.02906265,-12.34435706,FALSE,-0.147440693,0.112103382,FALSE,FALSE,1,0.09420675,FALSE,FALSE,unlabelled
UQCRFS1,brown,371.2867152,111.2716097,260.0151056,-148.7434959,FALSE,-0.914734182,0.004414106,TRUE,TRUE,1,0.179526666,FALSE,TRUE,1
C8orf46,brown,21.37083711,5.299656219,16.07118089,-10.77152467,FALSE,0.521703071,0.883070818,FALSE,FALSE,1,0.172396964,FALSE,FALSE,unlabelled
HSPBAP1,brown,114.3567083,11.21472865,103.1419797,-91.927251,FALSE,-0.624034878,0.001361628,FALSE,FALSE,1,0.173840676,FALSE,FALSE,unlabelled
ARMC4,brown,60.62885086,17.61804098,43.01080988,-25.3927689,FALSE,0.566290023,0.08585518,FALSE,FALSE,1,0.162398223,FALSE,FALSE,unlabelled
AFAP1L2,brown,32.34847264,7.170604766,25.17786787,-18.00726311,FALSE,0.299062683,0.72772227,FALSE,FALSE,1,0.112277506,FALSE,FALSE,unlabelled
ZBTB43,brown,83.82733122,27.30805223,56.51927899,-29.21122675,FALSE,0.577029885,0.407188746,FALSE,FALSE,1,0.140636604,FALSE,FALSE,unlabelled
APEX2,brown,151.0957622,23.16364733,127.9321149,-104.7684675,FALSE,-0.716763963,0.00319801,FALSE,TRUE,1,0.172302886,FALSE,FALSE,unlabelled
HSPB3,brown,171.8811394,18.37497125,153.5061682,-135.1311969,FALSE,0.668063414,0.003459037,FALSE,FALSE,1,0.14083185,FALSE,FALSE,unlabelled
STK32A,brown,44.00384338,14.55964912,29.44419426,-14.88454514,FALSE,0.564580134,0.79264672,FALSE,FALSE,1,0.162389342,FALSE,FALSE,unlabelled
IL1RAPL1,brown,37.82747489,6.865824853,30.96165004,-24.09582519,FALSE,0.375239257,0.12616937,FALSE,FALSE,1,0.154895832,FALSE,FALSE,unlabelled
PLEKHA2,brown,77.02092418,17.69330616,59.32761802,-41.63431185,FALSE,-0.341772981,0.418856556,FALSE,FALSE,1,0.166507816,FALSE,FALSE,unlabelled
GPR183,brown,17.99928319,3.148685257,14.85059794,-11.70191268,FALSE,-0.099973631,0.542437064,FALSE,FALSE,1,0.205958506,FALSE,FALSE,unlabelled
DFFB,brown,52.13582115,8.919940474,43.21588068,-34.29594021,FALSE,-0.43146519,0.049553691,FALSE,FALSE,1,0.190041312,FALSE,FALSE,unlabelled
NFU1,brown,81.62937168,22.3589643,59.27040737,-36.91144307,FALSE,-0.512880616,0.621692533,TRUE,FALSE,1,0.17505171,FALSE,TRUE,1
FAM103A1,brown,66.31030615,23.15660677,43.15369938,-19.99709261,FALSE,-0.543112107,0.461670818,FALSE,FALSE,1,0.181848788,FALSE,FALSE,unlabelled
LINGO1,brown,104.2139451,16.79046466,87.42348046,-70.63301581,FALSE,0.323430192,0.252939547,FALSE,FALSE,1,0.136660336,FALSE,FALSE,unlabelled
HNRNPF,brown,474.3044463,103.036061,371.2683853,-268.2323243,FALSE,-0.814827499,0.014857708,FALSE,FALSE,1,0.188017241,FALSE,FALSE,unlabelled
CTNND2,brown,37.9814903,12.35043597,25.63105433,-13.28061837,FALSE,0.322929171,0.827884101,FALSE,FALSE,1,0.141004755,FALSE,FALSE,unlabelled
REPS2,brown,26.68858873,6.183058734,20.50553,-14.32247126,FALSE,0.25599486,0.809190554,FALSE,FALSE,1,0.173219108,FALSE,FALSE,unlabelled
SYAP1,brown,24.71511639,5.059336786,19.65577961,-14.59644282,FALSE,0.343052846,0.204195381,FALSE,FALSE,1,0.218240248,TRUE,FALSE,0
TM4SF1,brown,98.74478512,21.55031349,77.19447163,-55.64415815,FALSE,-0.463931131,0.524305891,FALSE,FALSE,1,0.156973558,FALSE,FALSE,unlabelled
ZNF764,brown,221.3281303,9.337062928,211.9910674,-202.6540045,FALSE,-0.640801463,0.001404709,FALSE,FALSE,1,0.185794127,FALSE,FALSE,unlabelled
TAS1R3,brown,55.23275786,19.43131191,35.80144594,-16.37013403,FALSE,0.611573717,0.12027891,FALSE,FALSE,1,0.157132123,FALSE,FALSE,unlabelled
HNRNPA3,brown,92.5629419,7.665015841,84.89792605,-77.23291021,FALSE,-0.544656878,0.001028845,FALSE,FALSE,1,0.181056623,FALSE,FALSE,unlabelled
ADRA1B,brown,24.15626692,6.36183258,17.79443434,-11.43260176,FALSE,-0.324619313,0.940221115,FALSE,FALSE,1,0.212735267,FALSE,FALSE,unlabelled
FAXDC2,brown,60.96558678,12.8191031,48.14648368,-35.32738058,FALSE,0.480412787,0.221702532,FALSE,FALSE,1,0.169952844,FALSE,FALSE,unlabelled
UBB,brown,295.4875128,62.51776622,232.9697465,-170.4519803,FALSE,-0.749192452,0.270487014,FALSE,FALSE,1,0.184485609,FALSE,FALSE,unlabelled
SLC30A1,brown,98.29601904,32.94121469,65.35480435,-32.41358966,FALSE,-0.59106959,0.507533745,FALSE,FALSE,1,0.196229192,FALSE,FALSE,unlabelled
GPRC5C,brown,16.03523139,3.169786674,12.86544472,-9.695658044,FALSE,-0.226531,0.700916762,FALSE,FALSE,1,0.183658999,FALSE,FALSE,unlabelled
METTL7B,brown,93.2938364,32.90793867,60.38589773,-27.47795906,FALSE,0.675996762,0.088645564,FALSE,FALSE,1,0.183819855,FALSE,FALSE,unlabelled
NFXL1,brown,145.5133036,27.62756991,117.8857337,-90.25816377,FALSE,-0.637281538,0.112940594,FALSE,FALSE,1,0.197872138,FALSE,FALSE,unlabelled
RIOX1,brown,55.586538,20.88103811,34.70549988,-13.82446177,FALSE,-0.530557664,0.27436572,FALSE,FALSE,1,0.171840072,FALSE,FALSE,unlabelled
NUDT9,brown,50.67720562,12.06413495,38.61307067,-26.54893572,FALSE,-0.496524271,0.303205773,TRUE,FALSE,1,0.197597099,FALSE,FALSE,unlabelled
KRT83,brown,14.59204779,3.596840898,10.99520689,-7.398365991,FALSE,-0.391047167,0.17851069,FALSE,FALSE,1,0.214474931,FALSE,FALSE,unlabelled
STAT2,brown,345.3617026,14.89290218,330.4688004,-315.5758982,FALSE,0.80165455,0.00019341,FALSE,FALSE,1,0.20652635,FALSE,TRUE,1
COMMD5,brown,27.54778705,6.321610621,21.22617643,-14.90456581,FALSE,-0.300841895,0.867562089,FALSE,FALSE,1,0.16138514,FALSE,FALSE,unlabelled
ZNF16,brown,37.2604049,17.20194692,20.05845797,-2.856511049,FALSE,-0.538537534,0.573225436,FALSE,FALSE,1,0.190139218,FALSE,FALSE,unlabelled
AKAP13,brown,139.2224468,51.7285594,87.49388741,-35.76532801,FALSE,0.750466661,0.339059621,FALSE,FALSE,1,0.166834289,FALSE,FALSE,unlabelled
GPR27,brown,123.840955,24.98790833,98.85304669,-73.86513837,FALSE,0.503290129,0.214724831,FALSE,FALSE,1,0.186835712,FALSE,FALSE,unlabelled
NUDT6,brown,43.66955929,15.59177713,28.07778216,-12.48600503,FALSE,-0.520135428,0.408214214,TRUE,FALSE,1,0.197076953,FALSE,FALSE,unlabelled
ZNF160,brown,31.19539636,7.681136857,23.5142595,-15.83312264,FALSE,0.421613344,0.494623234,FALSE,FALSE,1,0.183453087,FALSE,FALSE,unlabelled
ZNF415,brown,67.18437544,17.71051305,49.4738624,-31.76334935,FALSE,0.542919939,0.221230027,FALSE,FALSE,1,0.190851974,FALSE,FALSE,unlabelled
HAS2,brown,70.01990136,22.59762562,47.42227574,-24.82465011,FALSE,-0.561980184,0.16589369,FALSE,FALSE,1,0.173897131,FALSE,FALSE,unlabelled
PDGFD,brown,83.09625211,16.36621089,66.73004121,-50.36383032,FALSE,0.4378408,0.151744383,FALSE,FALSE,1,0.175867272,FALSE,FALSE,unlabelled
FPR1,brown,25.62085497,6.773659247,18.84719573,-12.07353648,FALSE,-0.309691005,0.600604041,FALSE,FALSE,1,0.183239245,FALSE,FALSE,unlabelled
FAM86JP,brown,87.89040332,29.64689764,58.24350567,-28.59660803,FALSE,0.674454903,0.045880123,FALSE,FALSE,1,0.162174157,FALSE,FALSE,unlabelled
INSR,brown,331.8930127,80.85060734,251.0424054,-170.1917981,FALSE,0.801739667,0.018201256,FALSE,FALSE,1,0.174115535,FALSE,FALSE,unlabelled
TMEM126A,brown,452.9125056,133.5401816,319.372324,-185.8321425,FALSE,-0.935924575,0.004265041,TRUE,FALSE,1,0.184560293,FALSE,TRUE,1
CDC42BPG,brown,42.47857695,10.51036806,31.96820889,-21.45784084,FALSE,-0.38287146,0.198399467,FALSE,FALSE,1,0.154596839,FALSE,FALSE,unlabelled
ZNF440,brown,134.7697915,17.24421346,117.525578,-100.2813646,FALSE,0.505100101,0.026099594,FALSE,FALSE,1,0.170934397,FALSE,FALSE,unlabelled
LRRC8C,brown,303.4684851,30.2385092,273.2299759,-242.9914667,FALSE,-0.849007476,5.17196E-05,FALSE,FALSE,1,0.195167715,FALSE,FALSE,unlabelled
COL24A1,brown,53.71522237,12.89606444,40.81915794,-27.9230935,FALSE,-0.463974447,0.121807581,FALSE,FALSE,1,0.184306466,FALSE,FALSE,unlabelled
TBCA,brown,41.42036794,12.11969412,29.30067381,-17.18097969,FALSE,-0.501784785,0.586228862,FALSE,FALSE,1,0.204004516,FALSE,FALSE,unlabelled
ENC1,brown,74.59539926,16.94047829,57.65492097,-40.71444268,FALSE,-0.517538156,0.054831167,FALSE,FALSE,1,0.176435253,FALSE,FALSE,unlabelled
NMRAL2P,brown,41.02886472,15.16738576,25.86147896,-10.69409319,FALSE,0.538637377,0.352772196,FALSE,FALSE,1,0.175152404,FALSE,FALSE,unlabelled
HDAC3,brown,264.391311,61.44701578,202.9442952,-141.4972794,FALSE,-0.752402571,0.01575385,FALSE,FALSE,1,0.179092569,FALSE,FALSE,unlabelled
GPHN,brown,368.0022659,50.97620889,317.0260571,-266.0498482,FALSE,-0.730577972,0.002603963,FALSE,FALSE,1,0.199473205,FALSE,FALSE,unlabelled
SPATA5L1,brown,421.0705262,73.65727059,347.4132556,-273.755985,FALSE,-0.771005689,0.015216676,FALSE,FALSE,1,0.214546093,FALSE,FALSE,unlabelled
CTPS1,brown,181.7604899,17.23331136,164.5271785,-147.2938671,FALSE,-0.752940689,0.002575703,FALSE,FALSE,1,0.186293307,FALSE,FALSE,unlabelled
EXOSC10,brown,420.1248304,92.41243264,327.7123978,-235.2999652,FALSE,-0.830462964,0.006294839,FALSE,FALSE,1,0.178050112,FALSE,FALSE,unlabelled
FAM90A1,brown,52.91637392,11.01325416,41.90311976,-30.8898656,FALSE,0.419524347,0.807106224,FALSE,FALSE,1,0.195154349,FALSE,FALSE,unlabelled
C3AR1,brown,35.41159232,11.06287351,24.34871881,-13.28584531,FALSE,-0.44802809,0.50553915,FALSE,FALSE,1,0.211207161,FALSE,FALSE,unlabelled
RPS7,brown,55.58521482,26.74514309,28.84007173,-2.094928645,FALSE,-0.661881222,0.727680765,FALSE,FALSE,1,0.188757523,FALSE,FALSE,unlabelled
PPIH,brown,430.4563475,32.80613224,397.6502153,-364.844083,FALSE,-0.886381939,5.32903E-05,FALSE,FALSE,1,0.185578194,FALSE,FALSE,unlabelled
JMJD1C,brown,85.67688192,14.51236658,71.16451534,-56.65214875,FALSE,0.354365736,0.187200088,FALSE,FALSE,1,0.161526861,FALSE,FALSE,unlabelled
ZNF556,brown,38.26047322,15.57340562,22.68706761,-7.11366199,FALSE,0.580939591,0.422670096,FALSE,FALSE,1,0.160001424,FALSE,FALSE,unlabelled
